id,Decision
281,1
282,0
283,1
284,0
285,1
286,0
287,1
288,0
289,1
290,1
291,0
292,0
293,0
294,0
295,1
296,1
297,1
298,1
299,0
300,1
301,1
302,0
303,1
304,0
305,0
306,1
307,1
308,1
309,0
310,0
311,1
312,1
313,0
314,1
315,0
316,1
317,0
318,1
319,1
320,1
321,1
322,1
323,0
324,1
325,1
326,0
327,1
328,0
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,0
337,0
338,1
339,1
340,1
341,1
342,1
343,0
344,1
345,1
346,0
347,0
348,1
349,0
350,0
351,0
352,0
353,1
354,0
355,0
356,1
357,1
358,1
359,1
360,0
361,0
362,0
363,1
364,1
365,1
366,1
367,0
368,0
369,0
370,0
371,0
372,1
373,1
374,1
375,1
376,1
377,1
378,0
379,0
380,0
381,1
382,1
383,0
384,0
385,1
386,1
387,1
388,1
389,1
390,1
391,0
392,1
393,0
394,0
395,0
396,1
397,0
398,0
399,1
400,1
401,1
402,0
403,0
404,1
405,1
406,0
407,1
408,1
409,0
410,1
411,0
412,0
413,1
414,1
415,1
416,0
417,1
418,1
419,0
420,1
421,1
422,1
423,0
424,0
425,0
426,1
427,0
428,0
429,0
430,1
431,1
432,1
433,1
434,1
435,0
436,1
437,1
438,1
439,1
440,1
441,0
442,0
443,1
444,0
445,1
446,1
447,1
448,0
449,0
450,0
451,1
452,0
453,1
454,1
455,0
456,1
457,1
458,1
459,1
460,0
461,1
462,0
463,0
464,0
465,1
466,1
467,1
468,1
469,1
470,0
471,0
472,1
473,0
474,1
475,0
476,1
477,1
478,1
479,0
480,1
481,0
482,1
483,1
484,1
485,0
486,1
487,0
488,0
489,0
490,0
491,0
492,1
493,1
494,0
495,0
496,1
497,1
498,1
499,1
500,1
501,0
502,0
503,1
504,1
505,1
506,0
507,0
508,0
509,0
510,0
511,1
512,1
513,0
514,0
515,1
516,1
517,0
518,0
519,0
520,1
521,1
522,0
523,0
524,1
525,1
526,0
527,1
528,1
529,0
530,1
531,1
532,1
533,1
534,0
535,0
536,0
537,0
538,1
539,1
540,0
541,0
542,1
543,1
544,1
545,1
546,0
547,1
548,0
549,1
550,0
551,1
552,1
553,1
554,1
555,0
556,1
557,0
558,1
559,0
560,0
561,0
562,1
563,0
564,1
565,1
566,1
567,1
568,0
569,0
570,1
571,0
572,0
573,0
574,0
575,1
576,0
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,0
586,1
587,1
588,1
589,1
590,0
591,1
592,1
593,1
594,0
595,1
596,0
597,1
598,1
599,1
600,0
601,1
602,1
603,1
604,1
605,0
606,0
607,0
608,0
609,1
610,1
611,1
612,0
613,0
614,1
615,1
616,1
617,1
618,0
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,0
627,0
628,1
629,0
630,0
631,0
632,1
633,1
634,1
635,0
636,1
637,1
638,1
639,0
640,1
641,1
642,0
643,1
644,0
645,1
646,0
647,1
648,1
649,1
650,0
651,1
652,0
653,0
654,1
655,0
656,0
657,0
658,1
659,0
660,0
661,0
662,0
663,1
664,1
665,0
666,0
667,1
668,1
669,0
670,0
671,0
672,1
673,1
674,0
675,0
676,0
677,1
678,1
679,0
680,1
681,1
682,0
683,0
684,1
685,1
686,1
687,1
688,0
689,0
690,0
691,0
692,1
693,1
694,0
695,1
696,1
697,1
698,0
699,0
700,0
701,0
702,0
703,1
704,0
705,0
706,1
707,1
708,0
709,0
710,0
711,1
712,1
713,1
714,0
715,0
716,1
717,1
718,0
719,1
720,1
721,0
722,1
723,1
724,0
725,0
726,0
727,1
728,0
729,0
730,0
731,0
732,1
733,0
734,0
735,0
736,1
737,1
738,1
739,0
740,1
741,0
742,1
743,0
744,1
745,1
746,0
747,1
748,0
749,0
750,1
751,1
752,0
753,1
754,1
755,0
756,0
757,1
758,1
759,1
760,1
761,1
762,0
763,0
764,0
765,1
766,1
767,1
768,0
769,1
770,1
771,0
772,1
773,0
774,1
775,0
776,0
777,1
778,0
779,1
780,1
781,1
782,0
783,1
784,0
785,0
786,1
787,1
788,1
789,1
790,1
791,1
792,0
793,1
794,1
795,1
796,1
797,0
798,0
799,0
800,1
801,0
802,1
803,0
804,1
805,0
806,0
807,1
808,1
809,1
810,0
811,0
812,1
813,0
814,1
815,1
816,0
817,1
818,0
819,1
820,1
821,1
822,1
823,0
824,0
825,1
826,1
827,0
828,1
829,0
830,1
831,0
832,1
833,1
834,0
835,1
836,0
837,0
838,0
839,1
840,1
841,1
842,0
843,0
844,1
845,0
846,1
847,0
848,1
849,0
850,0
851,0
852,1
853,1
854,0
855,1
856,1
857,1
858,1
859,0
860,0
861,1
862,0
863,1
864,1
865,1
866,0
867,0
868,1
869,0
870,0
871,1
872,0
873,1
874,1
875,1
876,0
877,0
878,1
879,1
880,1
881,1
882,0
883,1
884,1
885,1
886,0
887,1
888,1
889,0
890,0
891,0
892,1
893,0
894,1
895,0
896,0
897,1
898,1
899,1
900,1
901,1
902,0
903,1
904,0
905,0
906,0
907,1
908,0
909,1
910,0
911,1
912,0
913,1
914,0
915,1
916,0
917,1
918,1
919,0
920,0
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,0
932,1
933,1
934,0
935,0
936,0
937,0
938,1
939,1
940,1
941,1
942,1
943,0
944,0
945,1
946,0
947,0
948,0
949,1
950,1
951,1
952,0
953,1
954,0
955,1
956,1
957,1
958,0
959,0
960,0
961,1
962,1
963,0
964,1
965,1
966,1
967,1
968,0
969,1
970,1
971,0
972,1
973,1
974,0
975,0
976,0
977,0
978,0
979,1
980,1
981,0
982,0
983,0
984,0
985,0
986,1
987,1
988,0
989,1
990,1
991,1
992,1
993,1
994,1
995,0
996,0
997,1
998,0
999,1
1000,0
1001,1
1002,0
1003,0
1004,1
1005,0
1006,1
1007,0
1008,0
1009,0
1010,0
1011,1
1012,0
1013,0
1014,0
1015,1
1016,0
1017,0
1018,0
1019,0
1020,1
1021,1
1022,0
1023,1
1024,1
1025,0
1026,1
1027,0
1028,0
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,0
1037,1
1038,1
1039,0
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,0
1047,0
1048,1
1049,1
1050,1
1051,1
1052,0
1053,1
1054,0
1055,1
1056,1
1057,0
1058,0
1059,1
1060,1
1061,0
1062,0
1063,0
1064,1
1065,0
1066,0
1067,0
1068,1
1069,0
1070,0
1071,0
1072,0
1073,1
1074,1
1075,0
1076,0
1077,0
1078,0
1079,1
1080,0
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,0
1088,1
1089,1
1090,0
1091,0
1092,1
1093,1
1094,1
1095,1
1096,1
1097,0
1098,0
1099,1
1100,1
1101,1
1102,1
1103,0
1104,0
1105,0
1106,0
1107,1
1108,0
1109,1
1110,0
1111,1
1112,1
1113,1
1114,1
1115,1
1116,0
1117,1
1118,0
1119,1
1120,1
1121,1
1122,1
1123,0
1124,1
1125,1
1126,1
1127,1
1128,1
1129,0
1130,1
1131,0
1132,0
1133,0
1134,1
1135,1
1136,1
1137,0
1138,1
1139,0
1140,1
1141,1
1142,0
1143,1
1144,0
1145,1
1146,0
1147,0
1148,1
1149,1
1150,0
1151,1
1152,1
1153,1
1154,0
1155,1
1156,1
1157,0
1158,1
1159,1
1160,0
1161,1
1162,1
1163,1
1164,1
1165,0
1166,1
1167,0
1168,1
1169,0
1170,1
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,0
1182,1
1183,1
1184,1
1185,0
1186,1
1187,1
1188,1
1189,0
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,0
1199,0
1200,1
1201,1
1202,1
1203,0
1204,1
1205,1
1206,1
1207,1
1208,1
1209,0
1210,0
1211,0
1212,1
1213,1
1214,1
1215,1
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,1
1223,1
1224,1
1225,0
1226,1
1227,0
1228,0
1229,0
1230,1
1231,0
1232,1
1233,1
1234,1
1235,1
1236,0
1237,1
1238,0
1239,1
1240,0
1241,1
1242,1
1243,1
1244,0
1245,0
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,0
1255,1
1256,0
1257,1
1258,1
1259,1
1260,0
1261,0
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,0
1269,1
1270,1
1271,1
1272,1
1273,0
1274,1
1275,1
1276,0
1277,1
1278,1
1279,1
1280,1
1281,0
1282,1
1283,0
1284,0
1285,1
1286,1
1287,1
1288,0
1289,0
1290,1
1291,1
1292,1
1293,1
1294,1
1295,0
1296,0
1297,0
1298,0
1299,1
1300,0
1301,1
1302,0
1303,1
1304,1
1305,1
1306,1
1307,0
1308,0
1309,0
1310,1
1311,1
1312,0
1313,0
1314,0
1315,1
1316,1
1317,0
1318,0
1319,0
1320,1
1321,0
1322,1
1323,0
1324,0
1325,0
1326,1
1327,1
1328,0
1329,1
1330,0
1331,1
1332,0
1333,1
1334,1
1335,0
1336,0
1337,0
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,0
1345,1
1346,0
1347,0
1348,1
1349,0
1350,0
1351,0
1352,1
1353,0
1354,1
1355,1
1356,1
1357,0
1358,0
1359,1
1360,0
1361,0
1362,1
1363,1
1364,1
1365,0
1366,1
1367,0
1368,0
1369,1
1370,0
1371,1
1372,1
1373,1
1374,1
1375,0
1376,1
1377,1
1378,1
1379,0
1380,1
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,0
1388,0
1389,0
1390,0
1391,0
1392,1
1393,1
1394,1
1395,0
1396,0
1397,0
1398,1
1399,0
1400,1
1401,1
1402,1
1403,0
1404,0
1405,1
1406,1
1407,1
1408,0
1409,0
1410,1
1411,1
1412,1
1413,0
1414,0
1415,1
1416,1
1417,0
1418,0
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,0
1428,1
1429,1
1430,0
1431,0
1432,1
1433,1
1434,1
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,1
1442,1
1443,1
1444,1
1445,1
1446,0
1447,1
1448,0
1449,1
1450,0
1451,0
1452,1
1453,0
1454,1
1455,0
1456,1
1457,0
1458,1
1459,0
1460,1
1461,0
1462,1
1463,1
1464,0
1465,1
1466,1
1467,0
1468,1
1469,1
1470,1
1471,1
1472,0
1473,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,0
1481,0
1482,1
1483,1
1484,0
1485,1
1486,0
1487,0
1488,1
1489,1
1490,1
1491,1
1492,0
1493,0
1494,1
1495,1
1496,0
1497,1
1498,1
1499,0
1500,1
1501,0
1502,1
1503,1
1504,0
1505,1
1506,1
1507,1
1508,1
1509,0
1510,1
1511,0
1512,1
1513,0
1514,1
1515,1
1516,1
1517,0
1518,1
1519,0
1520,1
1521,1
1522,1
1523,0
1524,0
1525,0
1526,1
1527,1
1528,0
1529,1
1530,1
1531,0
1532,1
1533,0
1534,0
1535,0
1536,0
1537,0
1538,1
1539,1
1540,0
1541,0
1542,0
1543,1
1544,1
1545,0
1546,0
1547,0
1548,0
1549,1
1550,0
1551,1
1552,0
1553,1
1554,0
1555,0
1556,0
1557,0
1558,1
1559,0
1560,0
1561,0
1562,1
1563,1
1564,1
1565,0
1566,0
1567,0
1568,0
1569,1
1570,0
1571,0
1572,0
1573,1
1574,1
1575,1
1576,0
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,0
1586,1
1587,1
1588,0
1589,1
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,0
1599,0
1600,1
1601,1
1602,0
1603,0
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,0
1611,0
1612,0
1613,1
1614,1
1615,0
1616,1
1617,1
1618,0
1619,1
1620,0
1621,1
1622,1
1623,1
1624,0
1625,0
1626,1
1627,0
1628,1
1629,1
1630,0
1631,1
1632,0
1633,1
1634,0
1635,1
1636,1
1637,0
1638,1
1639,0
1640,0
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,0
1649,1
1650,1
1651,1
1652,0
1653,0
1654,1
1655,1
1656,0
1657,1
1658,0
1659,1
1660,1
1661,1
1662,0
1663,1
1664,0
1665,1
1666,1
1667,1
1668,1
1669,1
1670,0
1671,1
1672,0
1673,1
1674,0
1675,1
1676,0
1677,1
1678,1
1679,0
1680,1
1681,1
1682,0
1683,0
1684,1
1685,0
1686,1
1687,0
1688,1
1689,0
1690,1
1691,0
1692,1
1693,1
1694,0
1695,0
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,0
1703,0
1704,0
1705,1
1706,1
1707,0
1708,1
1709,0
1710,1
1711,0
1712,0
1713,0
1714,0
1715,1
1716,0
1717,0
1718,1
1719,1
1720,1
1721,1
1722,0
1723,0
1724,0
1725,1
1726,0
1727,1
1728,1
1729,1
1730,1
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,1
1739,1
1740,1
1741,0
1742,0
1743,0
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,0
1753,0
1754,1
1755,1
1756,0
1757,1
1758,0
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,0
1766,1
1767,0
1768,1
1769,1
1770,0
1771,1
1772,1
1773,0
1774,1
1775,1
1776,1
1777,1
1778,1
1779,0
1780,0
1781,1
1782,1
1783,1
1784,1
1785,1
1786,0
1787,0
1788,1
1789,1
1790,1
1791,0
1792,0
1793,1
1794,0
1795,0
1796,1
1797,1
1798,1
1799,0
1800,0
1801,1
1802,1
1803,0
1804,0
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,0
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,0
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,0
1833,1
1834,1
1835,1
1836,1
1837,0
1838,0
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,1
1847,1
1848,1
1849,1
1850,0
1851,1
1852,0
1853,0
1854,1
1855,0
1856,0
1857,1
1858,1
1859,1
1860,1
1861,0
1862,0
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,0
1870,0
1871,1
1872,1
1873,0
1874,1
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,1
1883,1
1884,1
1885,0
1886,1
1887,0
1888,1
1889,1
1890,1
1891,1
1892,1
1893,0
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,0
1902,0
1903,1
1904,1
1905,1
1906,0
1907,1
1908,0
1909,1
1910,1
1911,0
1912,1
1913,1
1914,1
1915,1
1916,1
1917,0
1918,1
1919,0
1920,1
1921,1
1922,0
1923,1
1924,1
1925,1
1926,0
1927,0
1928,1
1929,0
1930,1
1931,0
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,0
1939,1
1940,0
1941,1
1942,0
1943,0
1944,1
1945,1
1946,1
1947,1
1948,1
1949,1
1950,1
1951,1
1952,1
1953,1
1954,0
1955,0
1956,1
1957,0
1958,1
1959,0
1960,1
1961,0
1962,0
1963,0
1964,1
1965,0
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,1
1973,0
1974,0
1975,1
1976,1
1977,0
1978,1
1979,1
1980,1
1981,1
1982,1
1983,0
1984,1
1985,1
1986,1
1987,1
1988,1
1989,0
1990,0
1991,1
1992,1
1993,1
1994,0
1995,0
1996,1
1997,0
1998,1
1999,1
2000,1
2001,1
2002,1
2003,1
2004,0
2005,0
2006,0
2007,1
2008,0
2009,0
2010,1
2011,0
2012,1
2013,1
2014,1
2015,1
2016,1
2017,0
2018,1
2019,1
2020,1
2021,0
2022,0
2023,1
2024,0
2025,1
2026,1
2027,0
2028,0
2029,0
2030,0
2031,1
2032,1
2033,1
2034,0
2035,0
2036,0
2037,0
2038,1
2039,1
2040,0
2041,1
2042,1
2043,1
2044,0
2045,1
2046,0
2047,1
2048,0
2049,1
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,0
2057,1
2058,0
2059,0
2060,0
2061,0
2062,1
2063,0
2064,0
2065,0
2066,1
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,1
2074,0
2075,1
2076,0
2077,1
2078,0
2079,1
2080,0
2081,1
2082,0
2083,1
2084,1
2085,0
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,0
2093,1
2094,1
2095,0
2096,1
2097,0
2098,0
2099,1
2100,1
2101,1
2102,1
2103,1
2104,0
2105,0
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,0
2113,1
2114,0
2115,1
2116,1
2117,1
2118,0
2119,1
2120,0
2121,0
2122,0
2123,0
2124,1
2125,0
2126,0
2127,0
2128,0
2129,1
2130,1
2131,1
2132,1
2133,1
2134,1
2135,0
2136,1
2137,0
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,1
2145,0
2146,1
2147,1
2148,1
2149,0
2150,0
2151,1
2152,1
2153,0
2154,1
2155,0
2156,0
2157,1
2158,1
2159,1
2160,0
2161,1
2162,1
2163,0
2164,1
2165,1
2166,1
2167,0
2168,1
2169,1
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,1
2177,1
2178,0
2179,1
2180,0
2181,0
2182,0
2183,1
2184,1
2185,0
2186,1
2187,0
2188,0
2189,1
2190,1
2191,1
2192,1
2193,0
2194,1
2195,1
2196,1
2197,1
2198,0
2199,0
2200,0
2201,1
2202,0
2203,0
2204,0
2205,1
2206,1
2207,0
2208,1
2209,0
2210,0
2211,1
2212,1
2213,1
2214,1
2215,0
2216,1
2217,1
2218,0
2219,1
2220,0
2221,1
2222,0
2223,0
2224,0
2225,0
2226,0
2227,1
2228,1
2229,0
2230,0
2231,0
2232,1
2233,1
2234,0
2235,0
2236,0
2237,0
2238,0
2239,1
2240,0
2241,1
2242,0
2243,0
2244,0
2245,1
2246,1
2247,1
2248,1
2249,0
2250,1
2251,0
2252,1
2253,0
2254,0
2255,1
2256,1
2257,1
2258,1
2259,1
2260,1
2261,1
2262,0
2263,1
2264,1
2265,0
2266,0
2267,1
2268,1
2269,1
2270,1
2271,1
2272,0
2273,0
2274,0
2275,1
2276,1
2277,1
2278,0
2279,0
2280,0
2281,0
2282,1
2283,0
2284,1
2285,1
2286,1
2287,1
2288,0
2289,1
2290,1
2291,1
2292,1
2293,1
2294,0
2295,1
2296,0
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,1
2311,1
2312,1
2313,0
2314,0
2315,1
2316,0
2317,1
2318,0
2319,1
2320,1
2321,1
2322,0
2323,1
2324,0
2325,0
2326,0
2327,0
2328,1
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,1
2338,0
2339,0
2340,0
2341,1
2342,1
2343,0
2344,0
2345,0
2346,0
2347,0
2348,1
2349,0
2350,1
2351,1
2352,0
2353,1
2354,0
2355,1
2356,1
2357,1
2358,1
2359,0
2360,1
2361,0
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,1
2370,0
2371,1
2372,1
2373,1
2374,0
2375,0
2376,1
2377,1
2378,0
2379,0
2380,0
2381,1
2382,1
2383,0
2384,1
2385,0
2386,1
2387,0
2388,0
2389,1
2390,0
2391,1
2392,1
2393,0
2394,1
2395,1
2396,0
2397,0
2398,0
2399,1
2400,1
2401,1
2402,0
2403,1
2404,1
2405,1
2406,0
2407,1
2408,0
2409,1
2410,1
2411,1
2412,0
2413,0
2414,1
2415,0
2416,1
2417,0
2418,0
2419,1
2420,1
2421,0
2422,1
2423,1
2424,0
2425,0
2426,1
2427,0
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,0
2436,0
2437,1
2438,1
2439,1
2440,1
2441,1
2442,1
2443,1
2444,0
2445,1
2446,1
2447,1
2448,0
2449,0
2450,1
2451,0
2452,0
2453,1
2454,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,0
2464,1
2465,1
2466,0
2467,0
2468,0
2469,0
2470,1
2471,0
2472,0
2473,0
2474,1
2475,1
2476,1
2477,0
2478,1
2479,0
2480,1
2481,1
2482,0
2483,1
2484,1
2485,1
2486,1
2487,0
2488,0
2489,1
2490,1
2491,1
2492,0
2493,1
2494,0
2495,1
2496,1
2497,0
2498,1
2499,1
2500,0
